date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:53	189354/189354	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2006%20May%202022%2004:04:26%20GMT	https://express.adobe.com/page/Eqpieidt6JDYe/images/65746cbd-36f6-4488-9fcf-27b1488bda82.jpg?asset_id=f6c3a87b-1f78-4288-8705-c5dc3df6c164&img_etag=%22aea0989fcb3752cb7dc23c65854251f0%22&size=1024	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/express.adobe.com/page/Eqpieidt6JDYe/images/65746cbd-36f6-4488-9fcf-27b1488bda829623.jpg	(from https://express.adobe.com/page/Eqpieidt6JDYe/)
21:02:53	341488/341488	---M-Z	200	added ('OK')	application/javascript	etag:%223826fc3c039961d449f96fc0d9a6ce61%22	https://page.adobespark-assets.com/runtime/1.22/runtime-prod.gz.js	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/runtime-prod.gz.js	(from https://express.adobe.com/page/Eqpieidt6JDYe/)
21:02:54	446/446	---M--	200	added ('OK')	image/png	etag:%2259f99801c29b6f884941ab4e86435815%22	https://page.adobespark-assets.com/runtime/1.22/images/arrow-left.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/arrow-left.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:54	442/442	---M--	200	added ('OK')	image/png	etag:%2228a18ee67af8d721211ed08164e72cb9%22	https://page.adobespark-assets.com/runtime/1.22/images/arrow-right.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/arrow-right.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:54	1058/1058	---M--	200	added ('OK')	image/png	etag:%225ce00c645964cf02667d083a32cec874%22	https://page.adobespark-assets.com/runtime/1.22/images/left-arrow.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/left-arrow.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:54	1079/1079	---M--	200	added ('OK')	image/png	etag:%220521a80da93dacc1cd2104b8c3828421%22	https://page.adobespark-assets.com/runtime/1.22/images/right-arrow.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/right-arrow.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:54	970/970	---M--	200	added ('OK')	image/png	etag:%22b601dfb70d08026dab450a70b2fd5870%22	https://page.adobespark-assets.com/runtime/1.22/images/appreciate-unfilled-valley@2x.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/appreciate-unfilled-valley@2x.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:55	702/702	---M--	200	added ('OK')	image/png	etag:%222eb13ce0d556edfbb766da98bad75275%22	https://page.adobespark-assets.com/runtime/1.22/images/appreciate-filled-lapis@2x.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/appreciate-filled-lapis@2x.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:55	702/702	---M--	200	added ('OK')	image/png	etag:%22604bcfc2d0e0d058299e4d261bf5b05e%22	https://page.adobespark-assets.com/runtime/1.22/images/appreciate-filled-valley@2x.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/appreciate-filled-valley@2x.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:55	970/970	---M--	200	added ('OK')	image/png	etag:%22dc7dd1666d379a8d3b2063aacd93997f%22	https://page.adobespark-assets.com/runtime/1.22/images/appreciate-unfilled-lapis@2x.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/appreciate-unfilled-lapis@2x.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:55	1453/1453	---M--	200	added ('OK')	image/png	etag:%2213198d9e24e4047b757e69f32897b19d%22	https://page.adobespark-assets.com/runtime/1.22/images/lightbox_close@2x.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/lightbox_close@2x.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:56	2029/2029	---M--	200	added ('OK')	image/png	etag:%225651532d024d70dcbaa7430a1c8e7dd5%22	https://page.adobespark-assets.com/runtime/1.22/images/lightbox_prev@2x.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/lightbox_prev@2x.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:56	1995/1995	---M--	200	added ('OK')	image/png	etag:%2262ab9db365b3bce482fdc6d6d7e169b7%22	https://page.adobespark-assets.com/runtime/1.22/images/lightbox_next@2x.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/lightbox_next@2x.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:56	4917/4917	---M--	200	added ('OK')	image/png	etag:%2272068f1ec4df1660f1fcf9e0eaca002d%22	https://page.adobespark-assets.com/runtime/1.22/images/spinner2x.png	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/spinner2x.png	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:56	1124/1124	---M--	200	added ('OK')	image/svg+xml	etag:%223aaa312856d8dcb3b8bca6a958d92787%22	https://page.adobespark-assets.com/runtime/1.22/images/Link_18_N.svg	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/Link_18_N.svg	(from https://page.adobespark-assets.com/runtime/1.22/runtime.gz.css)
21:02:57	787/787	---M--	200	added ('OK')	image/svg+xml	etag:%221376cacefcdac7aa065a14f609936082%22	https://page.adobespark-assets.com/runtime/1.22/images/icon-video-play.svg	C:/My%20Web%20Sites/Gaming%20During%20Pandemic/page.adobespark-assets.com/runtime/1.22/images/icon-video-play.svg	(from https://page.adobespark-assets.com/runtime/1.22/noscript.gz.css)
